datasheet_link,target_col,content
https://www.q-tran.com/Customer-Content/www/products/Files/ORD_FXT_ATOM-FLAT.pdf?d=8172021104924,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD_FXT_ALTA-FLAT.pdf?d=331202211843,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD_FXT_ARKA-FLAT.pdf?d=524202220601,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD_FXT_THIN.pdf?d=1220202281306,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD_FXT_TORQ-FLAT.pdf?d=524202221453,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-NEXUS-SW.pdf?d=816202150937,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-LUME-01-SC.pdf?d=1122202192218,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-ANYBEND-RGB.pdf?d=119202211904,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-WALA-SW.pdf?d=816202151258,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-ANYBEND-SW.pdf?d=119202211634,lighting,
https://www.q-tran.com/Customer-Content/www/products/Files/ORD-FXT-ZALA-SC.pdf?d=4222022123202,lighting,
https://lithonia.acuitybrands.com/api/products/getasset/lithonia-lighting/831726/ce827eb7-c8be-4bab-9cd5-04ed53fc99c3/contractor-select-qte-led.pdf?abl_version=08%2f25%2f2022+14%3a53%3a52&DOC_Type=SPEC_SHEET,lighting,
https://www.intenselighting.com/en/docs/IL_MXG2ASTL_BEAM-Adjustable.pdf,lighting,
https://www.intenselighting.com/en/docs/IL_MXG2DSTL_BEAM-Downlight.pdf,lighting,
https://www.axislighting.com/application/files/3116/7778/0070/Stencil-Flex-TDHDP.SPEC.pdf,lighting,
https://www.axislighting.com/application/files/1016/6491/5004/B2SQD.LED.SPEC.pdf,lighting,
https://www.axislighting.com/application/files/8516/5712/4018/Stencil-Pendant-Forms-Combined.SPEC.pdf,lighting,
https://www.waclighting.com/product/strut-56/?download=specs2&1676620206,lighting,
https://www.waclighting.com/product/strut-57/?download=specs2&1676620195,lighting,
https://www.waclighting.com/product/strut-55/?download=specs2&1676620218,lighting,
https://www.waclighting.com/product/strut-54/?download=specs2&1676620230,lighting,
https://www.waclighting.com/product/strut-58/?download=specs2&1676620183,lighting,
https://lithonia.acuitybrands.com/api/products/getasset/lithonia-lighting/1306953/73d1b568-7c40-45e2-a13b-3096fe22cc30/contractor-select-cphb.pdf?abl_version=03%2f08%2f2023+10%3a06%3a30&DOC_Type=SPEC_SHEET,lighting,
https://lithonia.acuitybrands.com/api/products/getasset/lithonia-lighting/831421/60266728-9a6d-497f-b546-15c3e22df629/contractor-select-jebl.pdf?abl_version=01%2f18%2f2023+10%3a04%3a45&DOC_Type=SPEC_SHEET,lighting,
https://visionairelighting.com/wp-admin/admin-ajax.php?action=outofthebox-download&OutoftheBoxpath=%2F%28a%29%20spec%20sheets%2Farchitectural-lso-l-pt-ar-06_13_2022.pdf&lastpath=%2F%28A%29%20Spec%20Sheets&account_id=dbid:AAAv4IFt3vNayFsFHo-CtHO5R6_ugyP5md8&listtoken=6f411dd52d40dbe2a89951c6b1f36d96,lighting,
https://visionairelighting.com/wp-admin/admin-ajax.php?action=outofthebox-download&OutoftheBoxpath=%2F%28a%29%20spec%20sheets%2Farchitectural-pre-2-m-sl-03-01-23.pdf&lastpath=%2F%28A%29%20Spec%20Sheets&account_id=dbid:AAAv4IFt3vNayFsFHo-CtHO5R6_ugyP5md8&listtoken=384c466c77af84702b1390f2a48aa8e2,lighting,
https://visionairelighting.com/wp-admin/admin-ajax.php?action=outofthebox-download&OutoftheBoxpath=%2F%28a%29%20spec%20sheets%2Farchitectural-pre-2-l-sl-06_13_2022%20%281%29.pdf&lastpath=%2F%28A%29%20Spec%20Sheets&account_id=dbid:AAAv4IFt3vNayFsFHo-CtHO5R6_ugyP5md8&listtoken=19d870dad535290bcc1c47960a50324d,lighting,
https://visionairelighting.com/wp-admin/admin-ajax.php?action=outofthebox-download&OutoftheBoxpath=%2F%28a%29%20spec%20sheets%2Fwall_ceiling-pga-08_29_2022.pdf&lastpath=%2F%28A%29%20Spec%20Sheets&account_id=dbid:AAAv4IFt3vNayFsFHo-CtHO5R6_ugyP5md8&listtoken=b6f2059b1b3db0b191e47b412e9de134,lighting,
https://visionairelighting.com/wp-admin/admin-ajax.php?action=outofthebox-download&OutoftheBoxpath=%2F%28a%29%20spec%20sheets%2Froadway-rlx-3-ar-08_30_2022.pdf&lastpath=%2F%28A%29%20Spec%20Sheets&account_id=dbid:AAAv4IFt3vNayFsFHo-CtHO5R6_ugyP5md8&listtoken=a26871256e1e30c90b4ad84af9bef378,lighting,
https://www.axislighting.com/application/files/1016/7811/8258/B6R.ASY.LED-B3.SPEC.pdf,lighting,
https://lithonia.acuitybrands.com/api/products/getasset/lithonia-lighting/1099680/e3d95175-760d-4579-9a9d-4fbcba2df71c/contractor-select-ldn.pdf?abl_version=11%2f23%2f2022+10%3a28%3a45&DOC_Type=SPEC_SHEET,lighting,
https://noralighting.com/wp-content/uploads/2022/06/NPDBLSW_spec.pdf,lighting,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-0603fa-fast-acting-chip-surface-mount-fuse-data-sheet.pdf,fuses,
https://www.bourns.com/pdfs/SF1206F.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-gma-time-delay-glass-tube-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-agc-fast-acting-glass-tube-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-3216ff-surface-mount-fuse-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-cb61f-surface-mount-brick-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electrical-circuit-protection/fuses/bussmann-series-supplemental-fuses/automotive-blade-type/bus-ele-ds-2009-atc.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-s505h-vac-time-delay-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-mda-time-delay-ceramic-tube-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-3216td-time-delay-chip-surface-mount-fuse-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/data-sheet/eaton-pc-tron-subminiature-radial-leaded-fuses-data-sheet.pdf,fuses,
https://www.eaton.com/content/dam/eaton/products/electronic-components/resources/product-aid/eaton-1025hc-fuse-product-aid.pdf,fuses,
https://prysmian-group.dcatalog.com/v/Electronics/#page=162,cable,
https://www.mcgillmicrowave.com/product/lmr-240-uf/?attachment_id=19075&download_file=o6dj75swqkor2,cable,
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-300.pdf,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7528A5314&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=0024A0024&DocType=Customer+Drawing&DocLang=English,cable,
https://literature.hubersuhner.com/Technologies/Radiofrequency/MicrowavecabelesEN/?gotofirstsearchresult=MINIBEND%20R-2.5&page=1,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9174/,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9316/,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9178b/,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7528A1317&DocType=Customer+Drawing&DocLang=English&PartCntxt=440063-007,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9888c/,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9058c/,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9213/,cable,
https://www.alphawire.com/products/cable/alpha-essentials/coaxial-cable/9008/,cable,
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-500.pdf,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2524E0114&DocType=Customer+Drawing&DocLang=English,cable,
https://www.molex.com/molex/custom-cable-creator/digikey/,cable,
https://www.timesmicrowave.com/DataSheets/CableProducts/LMR-LW195.pdf,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7530A5314&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7524A1314&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5026A1137&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=7530A1314&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5018D3311&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5022A1311&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5024A3314&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=10602&DocType=Customer+Drawing&DocLang=English,cable,
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2022E0421&DocType=Customer+Drawing&DocLang=English&PartCntxt=CY6750-000,cable,
https://www.adels-contact.com/pdf351101.pdf,others,
https://www.hirose.com/product/document?clcode=CL0667-0028-7-21&productname=DF59SN-1P-FC(21)&series=DF59S__DF59SN&documenttype=Catalog&lang=en&documentid=D31625_en,others,
https://www.adels-contact.com/pdf351102.pdf,others,
https://www.adels-contact.com/pdf151585.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_rotaconnect_rotatable_btb.pdf,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2060-952/028-000&lang=en,others,
https://www.adels-contact.com/pdf151582.pdf,others,
https://www.adels-contact.com/pdf151183.pdf,others,
https://www.adels-contact.com/pdf151485.pdf,others,
https://www.adels-contact.com/pdf151465.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-fls-sr40-01.pdf,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2065-133&lang=en,others,
https://www.adels-contact.com/pdf351901.pdf,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2059-901/021-000&lang=en,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2060-952/030-000&lang=en,others,
https://www.adels-contact.com/pdf351401.pdf,others,
https://www.adels-contact.com/pdf151482.pdf,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2059-902/021-000&lang=en,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-flm-s21-xx.pdf,others,
https://www.adels-contact.com/pdf11630.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-flm-p21-xx.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-flm-p23-xx.pdf,others,
https://www.adels-contact.com/pdf351402.pdf,others,
https://www.wago.com/global/products/datasheets/Datasheet.pdf?product=2059-903/021-000&lang=en,others,
https://www.adels-contact.com/pdf151583.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-flm-p22-xx.pdf,others,
https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/p-flm-s23-xx.pdf,others,
https://www.microsemi.com/document-portal/doc_download/9439-lxmg1627-12-4x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9409-lxmg1622-12-01-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9384-lxmg1617a-05-2x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9388-lxmg1617a-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9381-lxmg1617-12-4x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9325-lxm1617054x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9320-lxm1617-05-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9327-lxm1617124x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9356-lxm1624-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9367-lxm1643-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9341-lxm1621xx-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9329-lxm1618-03-2x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9350-lxm1623-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9416-lxmg1623-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9407-lxmg1621-xx-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9418-lxmg1624-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9415-lxmg1623-12-4x-pdf,others,
https://newhavendisplay.com/content/specs/WICCFL5.PDF,others,
https://www.microsemi.com/document-portal/doc_download/9387-lxmg1617a-12-4x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9402-lxmg1618a-05-4x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9438-lxmg1627-12-44-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9441-lxmg1628-12-6x-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9433-lxmg1626-12-67-pdf,others,
https://www.microsemi.com/document-portal/doc_download/9436-lxmg1627-05-4x-pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4810/C1156.pdf,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4810/C1156.pdf,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,cable,
https:-,others,
https:-,others,
https:-,others,
https:-,others,
https:-,others,
https:-,others,
https:-,others,
https:-,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/906/BXA-12576.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/718/BXA-12549-6M2.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/986/HBL-0204.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/959/HBL-0270.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/829/BXA-12379.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1018/BXA-12563.pdf,others,
https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/812/BXA-12579_MOD5.pdf,others,
